sku,title,description,brand,product_type,gender,age_group,occasion,url_key,categories,created_at,updated_at,variant_count,product_ids,size,color,price,stock_status
2023387101106,Naomi bardot bodycon dress,,,simple,,,,,,2019-09-03,2019-09-03,1,197016,,black/porcelain stripe,79.99,
2023387101120,Naomi bardot bodycon dress,,,simple,,,,,,2019-09-03,2019-09-03,1,197019,,black/porcelain stripe,79.99,
2023387101144,Naomi bardot bodycon dress,,,simple,,,,,,2019-09-03,2019-09-03,1,197022,,black/porcelain stripe,79.99,
2023387101168,Naomi bardot bodycon dress,,,simple,,,,,,2019-09-03,2019-09-03,1,197025,,black/porcelain stripe,79.99,
2023387101502,Naomi bardot bodycon dress,,,simple,,,,,,2019-09-03,2019-09-03,1,197037,,black/porcelain stripe,79.99,
2023387101519,Naomi bardot bodycon dress,,,simple,,,,,,2019-09-03,2019-09-03,1,197034,,black/porcelain stripe,79.99,
2023387101526,Naomi bardot bodycon dress,,,simple,,,,,,2019-09-03,2019-09-03,1,197031,,black/porcelain stripe,79.99,
2023387101533,Naomi bardot bodycon dress,,,simple,,,,,,2019-09-03,2019-09-03,1,197028,,black/porcelain stripe,79.99,
2023387704048,Liesel Textured Cold Shoulder Cami,,,simple,,,,,,2019-09-03,2019-09-03,1,196986,,pink tie dye,69.99,
2023387704062,Liesel Textured Cold Shoulder Cami,,,simple,,,,,,2019-09-03,2019-09-03,1,196989,,pink tie dye,69.99,
2023387704086,Liesel Textured Cold Shoulder Cami,,,simple,,,,,,2019-09-03,2019-09-03,1,196992,,pink tie dye,69.99,
2023387704109,Liesel Textured Cold Shoulder Cami,,,simple,,,,,,2019-09-03,2019-09-03,1,196995,,pink tie dye,69.99,
2023387704123,Liesel Textured Cold Shoulder Cami,,,simple,,,,,,2019-09-03,2019-09-03,1,196998,,pink tie dye,69.99,
2023387704147,Liesel Textured Cold Shoulder Cami,,,simple,,,,,,2019-09-03,2019-09-03,1,197001,,pink tie dye,69.99,
2023387704161,Liesel Textured Cold Shoulder Cami,,,simple,,,,,,2019-09-03,2019-09-03,1,197004,,pink tie dye,69.99,
2023388201041,Sia Cold Shoulder Bell Sleeve Blouse,,,simple,,,,,,2019-09-03,2019-09-03,1,197040,,porcelain,79.99,
2023388201065,Sia Cold Shoulder Bell Sleeve Blouse,,,simple,,,,,,2019-09-03,2019-09-03,1,197043,,porcelain,79.99,
2023388201089,Sia Cold Shoulder Bell Sleeve Blouse,,,simple,,,,,,2019-09-03,2019-09-03,1,197046,,porcelain,79.99,
2023388201102,Sia Cold Shoulder Bell Sleeve Blouse,,,simple,,,,,,2019-09-03,2019-09-03,1,197049,,porcelain,79.99,
2023388201126,Sia Cold Shoulder Bell Sleeve Blouse,,,simple,,,,,,2019-09-03,2019-09-03,1,197052,,porcelain,79.99,
2023388201140,Sia Cold Shoulder Bell Sleeve Blouse,,,simple,,,,,,2019-09-03,2019-09-03,1,197055,,porcelain,79.99,
2023388201164,Sia Cold Shoulder Bell Sleeve Blouse,,,simple,,,,,,2019-09-03,2019-09-03,1,197058,,porcelain,79.99,
2023389201040,Leila tab waistband short,,,simple,,,,,,2019-09-03,2019-09-03,1,195759,,black,69.99,
2023389201064,Leila tab waistband short,,,simple,,,,,,2019-09-03,2019-09-03,1,195762,,black,69.99,
2023389201088,Leila tab waistband short,,,simple,,,,,,2019-09-03,2019-09-03,1,195765,,black,69.99,
2023389201101,Leila tab waistband short,,,simple,,,,,,2019-09-03,2019-09-03,1,195768,,black,69.99,
2023389201125,Leila tab waistband short,,,simple,,,,,,2019-09-03,2019-09-03,1,195771,,black,69.99,
2023389201149,Leila tab waistband short,,,simple,,,,,,2019-09-03,2019-09-03,1,195774,,black,69.99,
2023389201163,Leila tab waistband short,,,simple,,,,,,2019-09-03,2019-09-03,1,195777,,black,69.99,
2023392601004,Lula Stripe Printed Scarf,,,simple,,,,,,2019-09-03,2019-09-03,1,193554,,sky breeze,34.99,
2023392901500,Geneva Scalloped Belt,,,simple,,,,,,2019-09-03,2019-09-03,1,193005,,porcelain,16.99,
2023392901517,Geneva Scalloped Belt,,,simple,,,,,,2019-09-03,2019-09-03,1,193002,,porcelain,16.99,
2023392901524,Geneva Scalloped Belt,,,simple,,,,,,2019-09-03,2019-09-03,1,192999,,porcelain,16.99,
2023392901531,Geneva Scalloped Belt,,,simple,,,,,,2019-09-03,2019-09-03,1,192996,,porcelain,16.99,
2023398002041,Jenni Button Through Pencil Skirt,,,simple,,,,,,2019-09-03,2019-09-03,1,197061,,light vintage wash,69.99,
2023398002065,Jenni Button Through Pencil Skirt,,,simple,,,,,,2019-09-03,2019-09-03,1,197064,,light vintage wash,69.99,
2023398002089,Jenni Button Through Pencil Skirt,,,simple,,,,,,2019-09-03,2019-09-03,1,197067,,light vintage wash,69.99,
2023398002102,Jenni Button Through Pencil Skirt,,,simple,,,,,,2019-09-03,2019-09-03,1,197070,,light vintage wash,69.99,
2023398002126,Jenni Button Through Pencil Skirt,,,simple,,,,,,2019-09-03,2019-09-03,1,197073,,light vintage wash,69.99,
2023398002140,Jenni Button Through Pencil Skirt,,,simple,,,,,,2019-09-03,2019-09-03,1,197076,,light vintage wash,69.99,
2023398002164,Jenni Button Through Pencil Skirt,,,simple,,,,,,2019-09-03,2019-09-03,1,197079,,light vintage wash,69.99,
2023400501043,Justine Cape Printed Kaftan,,,simple,,,,,,2019-09-03,2019-09-03,1,197082,,tropical floral,99.99,
2023400501067,Justine Cape Printed Kaftan,,,simple,,,,,,2019-09-03,2019-09-03,1,197085,,tropical floral,99.99,
2023400501081,Justine Cape Printed Kaftan,,,simple,,,,,,2019-09-03,2019-09-03,1,197088,,tropical floral,99.99,
2023400501104,Justine Cape Printed Kaftan,,,simple,,,,,,2019-09-03,2019-09-03,1,197091,,tropical floral,99.99,
2023400501128,Justine Cape Printed Kaftan,,,simple,,,,,,2019-09-03,2019-09-03,1,197094,,tropical floral,99.99,
2023400501142,Justine Cape Printed Kaftan,,,simple,,,,,,2019-09-03,2019-09-03,1,197097,,tropical floral,99.99,
2023400501166,Justine Cape Printed Kaftan,,,simple,,,,,,2019-09-03,2019-09-03,1,197100,,tropical floral,99.99,
2023401301048,Olivia Jegging,,,simple,,,,,,2019-09-03,2019-09-03,1,200865,,clean indigo,79.99,
2023401301062,Olivia Jegging,,,simple,,,,,,2019-09-03,2019-09-03,1,200868,,clean indigo,79.99,
2023401301086,Olivia Jegging,,,simple,,,,,,2019-09-03,2019-09-03,1,200871,,clean indigo,79.99,
2023401301109,Olivia Jegging,,,simple,,,,,,2019-09-03,2019-09-03,1,200874,,clean indigo,79.99,
2023401301123,Olivia Jegging,,,simple,,,,,,2019-09-03,2019-09-03,1,200877,,clean indigo,79.99,
2023401301147,Olivia Jegging,,,simple,,,,,,2019-09-03,2019-09-03,1,200880,,clean indigo,79.99,
2023401301161,Olivia Jegging,,,simple,,,,,,2019-09-03,2019-09-03,1,200883,,clean indigo,79.99,
2023402201002,Irene Statement Coloured Necklace,,,simple,,,,,,2019-09-03,2019-09-03,1,219366,,turquoise,24.99,
2023405101002,Shay Chandelier Drop Earrings,,,simple,,,,,,2019-09-03,2019-09-03,1,194439,,turquoise,16.99,
2023405502007,Vanessa Semi Precious Drop Earrings,,,simple,,,,,,2019-09-03,2019-09-03,1,197124,,blue lapis,19.99,
2023405901008,Tegan Cut Out Cuff,,,simple,,,,,,2019-09-03,2019-09-03,1,218850,,rhodium,16.99,
2023406001042,Mia Open Shoulder 3/4 Sleeve Dress,,,simple,,,,,,2019-09-03,2019-09-03,1,197103,,black shimmer,119.99,
2023406001066,Mia Open Shoulder 3/4 Sleeve Dress,,,simple,,,,,,2019-09-03,2019-09-03,1,197106,,black shimmer,119.99,
2023406001080,Mia Open Shoulder 3/4 Sleeve Dress,,,simple,,,,,,2019-09-03,2019-09-03,1,197109,,black shimmer,119.99,
2023406001103,Mia Open Shoulder 3/4 Sleeve Dress,,,simple,,,,,,2019-09-03,2019-09-03,1,197112,,black shimmer,119.99,
2023406001127,Mia Open Shoulder 3/4 Sleeve Dress,,,simple,,,,,,2019-09-03,2019-09-03,1,197115,,black shimmer,119.99,
2023406001141,Mia Open Shoulder 3/4 Sleeve Dress,,,simple,,,,,,2019-09-03,2019-09-03,1,197118,,black shimmer,119.99,
2023406001165,Mia Open Shoulder 3/4 Sleeve Dress,,,simple,,,,,,2019-09-03,2019-09-03,1,197121,,black shimmer,119.99,
2023406501504,Bec Roll Neck Asymmetric Jumper,,,simple,,,,,,2019-09-03,2019-09-03,1,200862,,oatmeal,99.99,
2023406501511,Bec Roll Neck Asymmetric Jumper,,,simple,,,,,,2019-09-03,2019-09-03,1,200859,,oatmeal,99.99,
2023406501528,Bec Roll Neck Asymmetric Jumper,,,simple,,,,,,2019-09-03,2019-09-03,1,200856,,oatmeal,99.99,
2023406501535,Bec Roll Neck Asymmetric Jumper,,,simple,,,,,,2019-09-03,2019-09-03,1,200853,,oatmeal,99.99,
2023410801003,Tracey Square Stud Earrings,,,simple,,,,,,2019-09-03,2019-09-03,1,195699,,gold,9.99,
2023411501049,Annie A-line patch pocket skirt,,,simple,,,,,,2019-09-03,2019-09-03,1,200928,,khaki,69.99,
2023411501063,Annie A-line patch pocket skirt,,,simple,,,,,,2019-09-03,2019-09-03,1,200931,,khaki,69.99,
2023411501087,Annie A-line patch pocket skirt,,,simple,,,,,,2019-09-03,2019-09-03,1,200934,,khaki,69.99,
2023411501100,Annie A-line patch pocket skirt,,,simple,,,,,,2019-09-03,2019-09-03,1,200937,,khaki,69.99,
2023411501124,Annie A-line patch pocket skirt,,,simple,,,,,,2019-09-03,2019-09-03,1,200940,,khaki,69.99,
2023411501148,Annie A-line patch pocket skirt,,,simple,,,,,,2019-09-03,2019-09-03,1,200943,,khaki,69.99,
2023411501162,Annie A-line patch pocket skirt,,,simple,,,,,,2019-09-03,2019-09-03,1,200946,,khaki,69.99,
2023412602004,Primrose Clutch,,,simple,,,,,,2019-09-03,2019-09-03,1,197127,,yellow,39.99,
2023421701040,Sophie stripe high waisted short,,,simple,,,,,,2019-09-03,2019-09-03,1,200886,,blue pinstripe,99.99,
2023421701064,Sophie stripe high waisted short,,,simple,,,,,,2019-09-03,2019-09-03,1,200889,,blue pinstripe,99.99,
2023421701088,Sophie stripe high waisted short,,,simple,,,,,,2019-09-03,2019-09-03,1,200892,,blue pinstripe,99.99,
2023421701101,Sophie stripe high waisted short,,,simple,,,,,,2019-09-03,2019-09-03,1,200895,,blue pinstripe,99.99,
2023421701125,Sophie stripe high waisted short,,,simple,,,,,,2019-09-03,2019-09-03,1,200898,,blue pinstripe,99.99,
2023421701149,Sophie stripe high waisted short,,,simple,,,,,,2019-09-03,2019-09-03,1,200901,,blue pinstripe,99.99,
2023421701163,Sophie stripe high waisted short,,,simple,,,,,,2019-09-03,2019-09-03,1,200904,,blue pinstripe,99.99,
2023421801047,Melissa Flippy Short,,,simple,,,,,,2019-09-03,2019-09-03,1,200907,,stripe,69.99,
2023421801061,Melissa Flippy Short,,,simple,,,,,,2019-09-03,2019-09-03,1,200910,,stripe,69.99,
2023421801085,Melissa Flippy Short,,,simple,,,,,,2019-09-03,2019-09-03,1,200913,,stripe,69.99,
2023421801108,Melissa Flippy Short,,,simple,,,,,,2019-09-03,2019-09-03,1,200916,,stripe,69.99,
2023421801122,Melissa Flippy Short,,,simple,,,,,,2019-09-03,2019-09-03,1,200919,,stripe,69.99,
2023421801146,Melissa Flippy Short,,,simple,,,,,,2019-09-03,2019-09-03,1,200922,,stripe,69.99,
2023421801160,Melissa Flippy Short,,,simple,,,,,,2019-09-03,2019-09-03,1,200925,,stripe,69.99,
2023422201006,Goldie Phone Case (i5),,,simple,,,,,,2019-09-03,2019-09-03,1,193704,,champagne glitter,14.99,
2023422501007,Ice Cream Trinket Box,,,simple,,,,,,2019-09-02,2019-09-03,1,191709,,porcelain/ gold,24.99,
2023423001001,Vienna Scented Candle,,,simple,,,,,,2019-09-02,2019-09-03,1,191676,,coconut,29.99,
2023423002008,Vienna Scented Candle,,,simple,,,,,,2019-09-03,2019-09-03,1,194919,,mixed berry,29.99,
2023426701007,Rosa Lip Sorbet,,,simple,,,,,,2019-09-03,2019-09-03,1,192636,,mixed berry,14.99,
2023426801004,Bonnie Bauble,,,simple,,,,,,2019-09-03,2019-09-03,1,194370,,silver,16.99,
2023426802001,Bonnie Bauble,,,simple,,,,,,2019-09-03,2019-09-03,1,195165,,gold,16.99,
2023427001007,Eden Set of 3 Lip Glosses,,,simple,,,,,,2019-09-03,2019-09-03,1,195852,,white/silver,19.99,
2023427101004,Layla Set of 3 Nail Polishes,,,simple,,,,,,2019-09-03,2019-09-03,1,195375,,peony print,19.99,
2023427901048,Harriet Hi-lo Gathered Dress,,,simple,,,,,,2019-09-03,2019-09-03,1,197130,,porcelain/blue paisley print,144.99,
2023427901062,Harriet Hi-lo Gathered Dress,,,simple,,,,,,2019-09-03,2019-09-03,1,197133,,porcelain/blue paisley print,144.99,
2023427901086,Harriet Hi-lo Gathered Dress,,,simple,,,,,,2019-09-03,2019-09-03,1,197136,,porcelain/blue paisley print,144.99,
2023427901109,Harriet Hi-lo Gathered Dress,,,simple,,,,,,2019-09-03,2019-09-03,1,197139,,porcelain/blue paisley print,144.99,
2023427901123,Harriet Hi-lo Gathered Dress,,,simple,,,,,,2019-09-03,2019-09-03,1,197142,,porcelain/blue paisley print,144.99,
2023427901147,Harriet Hi-lo Gathered Dress,,,simple,,,,,,2019-09-03,2019-09-03,1,197145,,porcelain/blue paisley print,144.99,
2023427901161,Harriet Hi-lo Gathered Dress,,,simple,,,,,,2019-09-03,2019-09-03,1,197148,,porcelain/blue paisley print,144.99,
2023428103007,Harper Zip Top Clutch,,,simple,,,,,,2019-09-03,2019-09-03,1,197151,,gold glitter,34.99,
2023428904000,Lexie Cross Body Bag,,,simple,,,,,,2019-09-03,2019-09-03,1,192993,,white,44.99,
2023431102042,Pennie zip front pencil skirt,,,simple,,,,,,2019-09-03,2019-09-03,1,201120,,ink navy,79.99,
2023431102066,Pennie zip front pencil skirt,,,simple,,,,,,2019-09-03,2019-09-03,1,201123,,ink navy,79.99,
2023431102080,Pennie zip front pencil skirt,,,simple,,,,,,2019-09-03,2019-09-03,1,201126,,ink navy,79.99,
2023431102103,Pennie zip front pencil skirt,,,simple,,,,,,2019-09-03,2019-09-03,1,201129,,ink navy,79.99,
2023431102127,Pennie zip front pencil skirt,,,simple,,,,,,2019-09-03,2019-09-03,1,201132,,ink navy,79.99,
2023431102141,Pennie zip front pencil skirt,,,simple,,,,,,2019-09-03,2019-09-03,1,201135,,ink navy,79.99,
2023431102165,Pennie zip front pencil skirt,,,simple,,,,,,2019-09-03,2019-09-03,1,201138,,ink navy,79.99,
2023431702044,Sylvia A-line leatherette skirt,,,simple,,,,,,2019-09-03,2019-09-03,1,201183,,misty blue,69.99,
2023431702068,Sylvia A-line leatherette skirt,,,simple,,,,,,2019-09-03,2019-09-03,1,201186,,misty blue,69.99,
2023431702082,Sylvia A-line leatherette skirt,,,simple,,,,,,2019-09-03,2019-09-03,1,201189,,misty blue,69.99,
2023431702105,Sylvia A-line leatherette skirt,,,simple,,,,,,2019-09-03,2019-09-03,1,201192,,misty blue,69.99,
2023431702129,Sylvia A-line leatherette skirt,,,simple,,,,,,2019-09-03,2019-09-03,1,201195,,misty blue,69.99,
2023431702143,Sylvia A-line leatherette skirt,,,simple,,,,,,2019-09-03,2019-09-03,1,201198,,misty blue,69.99,
2023431702167,Sylvia A-line leatherette skirt,,,simple,,,,,,2019-09-03,2019-09-03,1,201201,,misty blue,69.99,
2023436901008,Beatrice Double Stud Earrings,,,simple,,,,,,2019-09-03,2019-09-03,1,195576,,crystal,9.99,
2023440801042,Anneliese Silk Dress,,,simple,,,,,,2019-09-03,2019-09-03,1,201162,,iced blue,219.99,
2023440801066,Anneliese Silk Dress,,,simple,,,,,,2019-09-03,2019-09-03,1,201165,,iced blue,219.99,
2023440801080,Anneliese Silk Dress,,,simple,,,,,,2019-09-03,2019-09-03,1,201168,,iced blue,219.99,
2023440801103,Anneliese Silk Dress,,,simple,,,,,,2019-09-03,2019-09-03,1,201171,,iced blue,219.99,
2023440801127,Anneliese Silk Dress,,,simple,,,,,,2019-09-03,2019-09-03,1,201174,,iced blue,219.99,
2023440801141,Anneliese Silk Dress,,,simple,,,,,,2019-09-03,2019-09-03,1,201177,,iced blue,219.99,
2023440801165,Anneliese Silk Dress,,,simple,,,,,,2019-09-03,2019-09-03,1,201180,,iced blue,219.99,
2023441501040,Louisa peacoat with shearling trim,,,simple,,,,,,2019-09-03,2019-09-03,1,201099,,pale blue,199.99,
2023441501064,Louisa peacoat with shearling trim,,,simple,,,,,,2019-09-03,2019-09-03,1,201102,,pale blue,199.99,
2023441501088,Louisa peacoat with shearling trim,,,simple,,,,,,2019-09-03,2019-09-03,1,201105,,pale blue,199.99,
2023441501101,Louisa peacoat with shearling trim,,,simple,,,,,,2019-09-03,2019-09-03,1,201108,,pale blue,199.99,
2023441501125,Louisa peacoat with shearling trim,,,simple,,,,,,2019-09-03,2019-09-03,1,201111,,pale blue,199.99,
2023441501149,Louisa peacoat with shearling trim,,,simple,,,,,,2019-09-03,2019-09-03,1,201114,,pale blue,199.99,
2023441501163,Louisa peacoat with shearling trim,,,simple,,,,,,2019-09-03,2019-09-03,1,201117,,pale blue,199.99,
2023444502044,Carly Embroidered Swing Tank Top,,,simple,,,,,,2019-09-03,2019-09-03,1,197175,,sea aqua,69.99,
2023444502068,Carly Embroidered Swing Tank Top,,,simple,,,,,,2019-09-03,2019-09-03,1,197178,,sea aqua,69.99,
2023444502082,Carly Embroidered Swing Tank Top,,,simple,,,,,,2019-09-03,2019-09-03,1,197181,,sea aqua,69.99,
2023444502105,Carly Embroidered Swing Tank Top,,,simple,,,,,,2019-09-03,2019-09-03,1,197184,,sea aqua,69.99,
2023444502129,Carly Embroidered Swing Tank Top,,,simple,,,,,,2019-09-03,2019-09-03,1,197187,,sea aqua,69.99,
2023444502143,Carly Embroidered Swing Tank Top,,,simple,,,,,,2019-09-03,2019-09-03,1,197190,,sea aqua,69.99,
2023444502167,Carly Embroidered Swing Tank Top,,,simple,,,,,,2019-09-03,2019-09-03,1,197193,,sea aqua,69.99,
2023445901860,Keegan Crossover Espadrilles,,,simple,,,,,,2019-09-03,2019-09-03,1,197154,,silver mirror,99.99,
2023445901877,Keegan Crossover Espadrilles,,,simple,,,,,,2019-09-03,2019-09-03,1,197157,,silver mirror,99.99,
2023445901884,Keegan Crossover Espadrilles,,,simple,,,,,,2019-09-03,2019-09-03,1,197160,,silver mirror,99.99,
2023445901891,Keegan Crossover Espadrilles,,,simple,,,,,,2019-09-03,2019-09-03,1,197163,,silver mirror,99.99,
2023445901907,Keegan Crossover Espadrilles,,,simple,,,,,,2019-09-03,2019-09-03,1,197166,,silver mirror,99.99,
2023445901914,Keegan Crossover Espadrilles,,,simple,,,,,,2019-09-03,2019-09-03,1,197169,,silver mirror,99.99,
2023445901921,Keegan Crossover Espadrilles,,,simple,,,,,,2019-09-03,2019-09-03,1,197172,,silver mirror,99.99,
2023445903864,Keegan Crossover Espadrilles,,,simple,,,,,,2019-09-03,2019-09-03,1,197217,,black,99.99,
2023445903871,Keegan Crossover Espadrilles,,,simple,,,,,,2019-09-03,2019-09-03,1,197220,,black,99.99,
2023445903888,Keegan Crossover Espadrilles,,,simple,,,,,,2019-09-03,2019-09-03,1,197223,,black,99.99,
2023445903895,Keegan Crossover Espadrilles,,,simple,,,,,,2019-09-03,2019-09-03,1,197226,,black,99.99,
2023445903901,Keegan Crossover Espadrilles,,,simple,,,,,,2019-09-03,2019-09-03,1,197229,,black,99.99,
2023445903918,Keegan Crossover Espadrilles,,,simple,,,,,,2019-09-03,2019-09-03,1,197232,,black,99.99,
2023445903925,Keegan Crossover Espadrilles,,,simple,,,,,,2019-09-03,2019-09-03,1,197235,,black,99.99,
2023446001866,Elodie 2-Part Espadrilles,,,simple,,,,,,2019-09-03,2019-09-03,1,197196,,soft gold,59.99,
2023446001873,Elodie 2-Part Espadrilles,,,simple,,,,,,2019-09-03,2019-09-03,1,197199,,soft gold,59.99,
2023446001880,Elodie 2-Part Espadrilles,,,simple,,,,,,2019-09-03,2019-09-03,1,197202,,soft gold,59.99,
2023446001897,Elodie 2-Part Espadrilles,,,simple,,,,,,2019-09-03,2019-09-03,1,197205,,soft gold,59.99,
2023446001903,Elodie 2-Part Espadrilles,,,simple,,,,,,2019-09-03,2019-09-03,1,197208,,soft gold,59.99,
2023446001910,Elodie 2-Part Espadrilles,,,simple,,,,,,2019-09-03,2019-09-03,1,197211,,soft gold,59.99,
2023446001927,Elodie 2-Part Espadrilles,,,simple,,,,,,2019-09-03,2019-09-03,1,197214,,soft gold,59.99,
2023446002863,Elodie 2-Part Espadrilles,,,simple,,,,,,2019-09-03,2019-09-03,1,193809,,tan,59.99,
2023446002870,Elodie 2-Part Espadrilles,,,simple,,,,,,2019-09-03,2019-09-03,1,193812,,tan,59.99,
2023446002887,Elodie 2-Part Espadrilles,,,simple,,,,,,2019-09-03,2019-09-03,1,193815,,tan,59.99,
2023446002894,Elodie 2-Part Espadrilles,,,simple,,,,,,2019-09-03,2019-09-03,1,193818,,tan,59.99,
2023446002900,Elodie 2-Part Espadrilles,,,simple,,,,,,2019-09-03,2019-09-03,1,193821,,tan,59.99,
2023446002917,Elodie 2-Part Espadrilles,,,simple,,,,,,2019-09-03,2019-09-03,1,193824,,tan,59.99,
2023446002924,Elodie 2-Part Espadrilles,,,simple,,,,,,2019-09-03,2019-09-03,1,193827,,tan,59.99,
2023446003860,Elodie 2-Part Espadrilles,,,simple,,,,,,2019-09-03,2019-09-03,1,195783,,denim,59.99,
2023446003877,Elodie 2-Part Espadrilles,,,simple,,,,,,2019-09-03,2019-09-03,1,195786,,denim,59.99,
2023446003884,Elodie 2-Part Espadrilles,,,simple,,,,,,2019-09-03,2019-09-03,1,195789,,denim,59.99,
2023446003891,Elodie 2-Part Espadrilles,,,simple,,,,,,2019-09-03,2019-09-03,1,195792,,denim,59.99,
2023446003907,Elodie 2-Part Espadrilles,,,simple,,,,,,2019-09-03,2019-09-03,1,195795,,denim,59.99,
2023446003914,Elodie 2-Part Espadrilles,,,simple,,,,,,2019-09-03,2019-09-03,1,195798,,denim,59.99,
2023446003921,Elodie 2-Part Espadrilles,,,simple,,,,,,2019-09-03,2019-09-03,1,195801,,denim,59.99,
2023450301006,Billie Fringe Drop Earrings,,,simple,,,,,,2019-09-03,2019-09-03,1,194262,,rhodium,16.99,
2023450801001,Robyn Reed Diffuser,,,simple,,,,,,2019-09-03,2019-09-03,1,194022,,peony print,29.99,
2023454001049,2023454001049,,,simple,,,,,,2019-09-03,2019-09-03,1,235149,,porcelain,149.99,
2023454001063,2023454001063,,,simple,,,,,,2019-09-03,2019-09-03,1,235152,,porcelain,149.99,
2023454001087,2023454001087,,,simple,,,,,,2019-09-03,2019-09-03,1,235155,,porcelain,149.99,
2023454001100,2023454001100,,,simple,,,,,,2019-09-03,2019-09-03,1,235158,,porcelain,149.99,
2023454001124,2023454001124,,,simple,,,,,,2019-09-03,2019-09-03,1,235161,,porcelain,149.99,
2023454001148,2023454001148,,,simple,,,,,,2019-09-03,2019-09-03,1,235164,,porcelain,149.99,
2023454001162,2023454001162,,,simple,,,,,,2019-09-03,2019-09-03,1,235167,,porcelain,149.99,
2023457702004,Courtney Sunglasses,,,simple,,,,,,2019-09-03,2019-09-03,1,193524,,black/soft gold,39.99,
2023458001007,Verona Mirror Aviator Sunglass,,,simple,,,,,,2019-09-03,2019-09-03,1,193233,,bronze/softgold,34.99,
2023458101004,Floral Lady Metal Sunglasses,,,simple,,,,,,2019-09-03,2019-09-03,1,196014,,black/softgold,34.99,
2023458201001,Magnolia Lady Metal Sunglasses,,,simple,,,,,,2019-09-03,2019-09-03,1,219609,,tort/soft gold,29.99,
2023462001048,Mel Wrap Crop Top,,,simple,,,,,,2019-09-03,2019-09-03,1,197238,,sun yellow,44.99,
2023462001062,Mel Wrap Crop Top,,,simple,,,,,,2019-09-03,2019-09-03,1,197241,,sun yellow,44.99,
2023462001086,Mel Wrap Crop Top,,,simple,,,,,,2019-09-03,2019-09-03,1,197244,,sun yellow,44.99,
2023462001109,Mel Wrap Crop Top,,,simple,,,,,,2019-09-03,2019-09-03,1,197247,,sun yellow,44.99,
2023462001123,Mel Wrap Crop Top,,,simple,,,,,,2019-09-03,2019-09-03,1,197250,,sun yellow,44.99,
2023462001147,Mel Wrap Crop Top,,,simple,,,,,,2019-09-03,2019-09-03,1,197253,,sun yellow,44.99,
2023462001161,Mel Wrap Crop Top,,,simple,,,,,,2019-09-03,2019-09-03,1,197256,,sun yellow,44.99,
2023463901040,Prue Halter Neck Scallop Edge Tank,,,simple,,,,,,2019-09-03,2019-09-03,1,194562,,porcelain,44.99,
2023463901064,Prue Halter Neck Scallop Edge Tank,,,simple,,,,,,2019-09-03,2019-09-03,1,194565,,porcelain,44.99,
2023463901088,Prue Halter Neck Scallop Edge Tank,,,simple,,,,,,2019-09-03,2019-09-03,1,194568,,porcelain,44.99,
2023463901101,Prue Halter Neck Scallop Edge Tank,,,simple,,,,,,2019-09-03,2019-09-03,1,194571,,porcelain,44.99,
2023463901125,Prue Halter Neck Scallop Edge Tank,,,simple,,,,,,2019-09-03,2019-09-03,1,194574,,porcelain,44.99,
2023463901149,Prue Halter Neck Scallop Edge Tank,,,simple,,,,,,2019-09-03,2019-09-03,1,194577,,porcelain,44.99,
2023463901163,Prue Halter Neck Scallop Edge Tank,,,simple,,,,,,2019-09-03,2019-09-03,1,194580,,porcelain,44.99,
2023463904041,Prue Halter Neck Scallop Edge Tank,,,simple,,,,,,2019-09-03,2019-09-03,1,201075,,lemon chiffon,44.99,
2023463904065,Prue Halter Neck Scallop Edge Tank,,,simple,,,,,,2019-09-03,2019-09-03,1,201078,,lemon chiffon,44.99,
2023463904089,Prue Halter Neck Scallop Edge Tank,,,simple,,,,,,2019-09-03,2019-09-03,1,201081,,lemon chiffon,44.99,
2023463904102,Prue Halter Neck Scallop Edge Tank,,,simple,,,,,,2019-09-03,2019-09-03,1,201084,,lemon chiffon,44.99,
2023463904126,Prue Halter Neck Scallop Edge Tank,,,simple,,,,,,2019-09-03,2019-09-03,1,201087,,lemon chiffon,44.99,
2023463904140,Prue Halter Neck Scallop Edge Tank,,,simple,,,,,,2019-09-03,2019-09-03,1,201090,,lemon chiffon,44.99,
2023463904164,Prue Halter Neck Scallop Edge Tank,,,simple,,,,,,2019-09-03,2019-09-03,1,201093,,lemon chiffon,44.99,
2023465402040,Katie Side Split Tunic,,,simple,,,,,,2019-09-03,2019-09-03,1,197262,,tropical print,79.99,
2023465402064,Katie Side Split Tunic,,,simple,,,,,,2019-09-03,2019-09-03,1,197265,,tropical print,79.99,
2023465402088,Katie Side Split Tunic,,,simple,,,,,,2019-09-03,2019-09-03,1,197268,,tropical print,79.99,
2023465402101,Katie Side Split Tunic,,,simple,,,,,,2019-09-03,2019-09-03,1,197271,,tropical print,79.99,
2023465402125,Katie Side Split Tunic,,,simple,,,,,,2019-09-03,2019-09-03,1,197274,,tropical print,79.99,
2023465402149,Katie Side Split Tunic,,,simple,,,,,,2019-09-03,2019-09-03,1,197277,,tropical print,79.99,
2023465402163,Katie Side Split Tunic,,,simple,,,,,,2019-09-03,2019-09-03,1,197280,,tropical print,79.99,
2023469604006,Imogen Wallet,,,simple,,,,,,2019-09-03,2019-09-03,1,197259,,vivid tangerine/white,34.99,
2023481801001,Evelyn Beaded Open Cuff,,,simple,,,,,,2019-09-03,2019-09-03,1,197289,,blue,16.99,
